post_id,user_id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
155rqd,28703,12,60.8,50,74.76,99,6,8.33,91.67,41.67,16.67,0,0,0,0,0,0,16.67,8.33,8.33,8.33,0,8.33,0,8.33,8.33,8.33,8.33,0,8.33,8.33,8.33,0,0,0,0,8.33,0,0,0,0,16.67,0,0,0,8.33,8.33,8.33,0,0,0,0,8.33,8.33,0,0,0,8.33,0,8.33,8.33,8.33,0,0,8.33,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,16.67,0,0,0,8.33,0,16.67
17x44p,28703,62,44.1,1.84,90.96,1,10.33,8.06,95.16,56.45,22.58,17.74,17.74,0,0,0,0,4.84,6.45,14.52,11.29,3.23,4.84,1.61,17.74,4.84,1.61,0,0,3.23,11.29,3.23,8.06,0,6.45,1.61,3.23,0,0,0,0,12.9,1.61,1.61,3.23,1.61,3.23,1.61,1.61,1.61,0,0,6.45,3.23,0,1.61,0,6.45,1.61,3.23,1.61,0,0,3.23,11.29,3.23,11.29,3.23,1.61,8.06,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,22.58,9.68,6.45,0,0,0,0,0,0,6.45,0,0
1ckar1,28721,725,26.62,17.77,96.1,1,14.8,17.24,95.86,57.52,22.34,17.79,14.48,0.28,0.14,1.52,1.38,4.41,4.28,12.97,8.28,6.76,5.66,3.45,19.72,2.48,0.83,0.83,0.83,1.93,7.03,1.38,5.66,0.83,2.76,1.1,11.45,1.93,0.55,2.48,0.97,10.76,2.62,1.24,1.38,2.07,1.93,2.34,2.07,0.69,0.55,0.55,4.55,0.83,2.21,0.97,0.55,10.48,2.9,1.38,3.45,2.34,1.24,8,9.24,1.52,15.03,1.79,6.48,7.03,2.07,1.38,0.69,0,0,0.55,1.1,0.83,0,0.14,0,0.14,21.52,7.31,7.17,0.14,0.28,0.14,0.14,0,1.66,3.45,0.83,0.41
1du520,28721,124,12.96,14.72,99,91.39,11.27,16.13,92.74,58.06,23.39,15.32,13.71,0,1.61,0,0,8.06,2.42,13.71,11.29,11.29,5.65,0.81,26.61,2.42,2.42,2.42,0,0.81,5.65,4.84,0.81,0.81,0,0,7.26,0,0.81,0,0.81,20.97,6.45,3.23,2.42,3.23,0.81,4.84,4.84,0,0.81,4.03,0.81,0,0.81,0,0,5.65,2.42,1.61,1.61,2.42,0,2.42,18.55,0.81,13.71,3.23,4.84,5.65,0,1.61,0,0,0,1.61,2.42,0,0.81,0,1.61,0,22.58,7.26,4.84,0,0,2.42,0,0,0,4.84,0,3.23
306n6j,28983,111,29.77,3.61,99,6.05,13.88,9.01,93.69,61.26,18.92,16.22,15.32,0,0,0.9,0,2.7,3.6,15.32,14.41,3.6,7.21,2.7,20.72,8.11,4.5,0.9,0,4.5,1.8,0,1.8,0.9,0,0.9,1.8,0,0,0.9,0,14.41,2.7,1.8,3.6,1.8,2.7,1.8,0.9,0,0,0.9,4.5,2.7,2.7,0,0,6.31,0,1.8,4.5,0,0.9,3.6,16.22,1.8,20.72,0.9,7.21,12.61,0.9,0,0.9,1.8,0,0,0,0,0,0,0,0,10.81,7.21,0,0,0,0,0,0,0,3.6,0,0
16x9ia,29020,1521,28.93,48.42,75.71,17.21,13.34,11.31,94.87,61.08,22.55,16.31,10.72,0.99,1.05,2.24,1.31,6.25,6.11,12.29,9.8,5,7.56,1.78,21.76,3.68,2.17,1.58,0.46,2.1,5.26,2.3,2.89,0.33,0.66,1.05,12.89,2.3,0,0.92,3.81,10.85,2.3,1.38,2.3,1.64,1.97,2.3,4.93,2.04,1.64,1.18,2.56,1.31,0.66,0.46,0,4.93,1.64,0.92,1.45,1.31,0.53,7.17,10.98,1.51,14.4,3.02,7.23,4.6,0.59,0.46,0.79,0.2,0.26,0.99,0.79,0.53,0,0.13,0.13,0,15.38,6.77,2.1,0.39,0.07,0.99,0.46,0.07,2.1,1.78,0,0.66
2oy8l3,29053,138,38.36,2.56,99,66.89,15.33,10.87,92.75,56.52,20.29,14.49,14.49,0,0,0,0,5.8,7.25,13.77,12.32,5.07,5.8,2.17,25.36,5.07,2.9,0.72,1.45,2.17,5.8,3.62,1.45,0.72,0,0,0,0,0,0,0,13.04,4.35,0.72,0.72,3.62,0.72,2.9,3.62,0.72,0,2.9,5.07,0.72,4.35,0,0,4.35,0,0.72,0.72,2.9,0,5.07,15.94,0.72,14.49,2.17,3.62,8.7,0,0,0,0,0,2.17,0,0,0,0,0,0,16.67,7.25,2.17,0,0,0,0,0,0,7.25,0,0
19dqvo,29216,128,4.33,53.12,22.19,1.42,21.33,13.28,95.31,63.28,31.25,23.44,13.28,0,0,9.38,0.78,7.81,3.12,8.59,11.72,3.12,7.81,2.34,22.66,3.12,0.78,1.56,0,2.34,10.94,3.91,7.03,0,2.34,3.12,20.31,0,0.78,9.38,0,11.72,0.78,2.34,1.56,1.56,3.12,3.91,2.34,0,1.56,0.78,1.56,0,0,0,0,7.03,3.91,0,3.12,0,0.78,7.81,10.94,2.34,9.38,1.56,3.12,4.69,0,0,0,0,0,0.78,1.56,0,0.78,0,0,0.78,11.72,4.69,3.12,0,0,0,0,0,3.12,0.78,0,0
3eqvnv,29426,141,2.42,1.99,94.31,15.75,8.29,14.89,90.78,58.87,25.53,19.15,17.02,0,0,2.13,0,6.38,1.42,9.22,15.6,7.09,7.8,2.84,27.66,7.09,2.84,1.42,0.71,2.13,10.64,4.96,5.67,0,3.55,1.42,6.38,0.71,0,0,2.84,13.48,2.84,0,3.55,3.55,0.71,4.96,2.13,1.42,0,0.71,7.09,0.71,3.55,2.13,0,5.67,2.13,1.42,0.71,1.42,0.71,0.71,20.57,2.84,11.35,2.84,3.55,5.67,0,0,0,0,0,0.71,2.13,2.13,0,0,0,0,22.7,12.77,0.71,0,0,0,0,0,0,8.51,0,0.71
1rhc37,29434,73,49.86,99,2.88,25.77,18.25,13.7,93.15,58.9,21.92,19.18,8.22,1.37,1.37,8.22,0,2.74,4.11,16.44,6.85,8.22,4.11,0,15.07,6.85,2.74,1.37,1.37,5.48,0,0,0,0,0,0,30.14,0,4.11,5.48,4.11,5.48,0,1.37,0,1.37,1.37,1.37,1.37,1.37,0,0,4.11,0,2.74,0,1.37,12.33,12.33,0,2.74,0,0,5.48,8.22,1.37,8.22,0,6.85,1.37,0,1.37,0,0,0,1.37,0,0,0,0,0,0,8.22,4.11,2.74,0,0,1.37,0,0,0,0,0,0
34pa0h,29478,41,6.73,1,91.58,3.09,13.67,9.76,92.68,60.98,21.95,12.2,12.2,0,0,0,0,9.76,4.88,7.32,7.32,12.2,9.76,2.44,21.95,2.44,0,0,0,2.44,4.88,0,2.44,0,0,2.44,0,0,0,0,0,19.51,0,0,4.88,2.44,2.44,9.76,2.44,0,0,2.44,4.88,2.44,2.44,0,0,4.88,0,0,0,2.44,2.44,9.76,9.76,0,12.2,2.44,4.88,4.88,2.44,0,0,0,0,0,0,0,0,0,0,0,14.63,7.32,2.44,0,0,0,0,2.44,0,2.44,0,0
213a3c,29598,299,16.54,25.16,69.62,1,10.31,13.71,94.98,60.87,27.09,20.74,15.38,0,0,2.34,3.01,6.35,4.01,12.37,11.04,5.35,4.35,2.68,19.73,4.35,2.34,0.33,0.33,3.34,9.03,1.34,7.36,0.67,2.01,1.67,14.38,3.01,0.33,4.68,0,12.37,1.67,2.34,3.01,2.01,2.34,2.34,2.68,0.67,0.33,1.34,2.01,1,0.67,0.33,0,7.69,2.34,0.33,2.34,1.34,1.34,4.68,12.71,0.33,10.03,2.01,5.35,3.01,0,0.67,1,0,0.33,1,0.67,0.67,0,0,0,0,19.73,9.36,3.34,0,0,0.33,0,0.67,0,5.35,0,0.67
2neh2w,29598,115,16.9,4.93,95.68,25.77,10.45,13.91,92.17,61.74,20.87,14.78,13.04,0,0,1.74,0,6.09,2.61,13.91,12.17,6.09,5.22,6.09,19.13,5.22,3.48,0,0.87,2.61,3.48,1.74,1.74,0,0.87,0,8.7,3.48,0,4.35,0,11.3,0,0,1.74,1.74,1.74,6.09,0,0,0,0,4.35,0,2.61,0,1.74,8.7,2.61,1.74,4.35,1.74,0,2.61,15.65,1.74,15.65,2.61,6.96,6.09,0.87,0.87,0.87,1.74,0,0,0,0,0,0,0,0,16.52,9.57,0,0,0,0,0,0,1.74,5.22,0,0
2rvw5n,29598,85,1,1,97.63,10.8,6.54,8.24,95.29,72.94,29.41,24.71,18.82,1.18,0,3.53,1.18,4.71,1.18,14.12,16.47,9.41,8.24,7.06,27.06,2.35,0,1.18,1.18,0,5.88,2.35,3.53,1.18,1.18,0,9.41,3.53,0,4.71,0,15.29,2.35,0,3.53,1.18,2.35,8.24,1.18,1.18,0,0,3.53,1.18,1.18,0,1.18,4.71,3.53,0,1.18,0,0,3.53,22.35,1.18,10.59,0,9.41,1.18,0,2.35,2.35,0,0,3.53,1.18,0,0,0,0,1.18,34.12,15.29,2.35,0,0,0,0,0,2.35,14.12,0,0
2x8oit,29598,501,17.96,5.31,87.64,10.6,11.93,12.57,93.21,64.07,22.55,16.17,12.97,0,0.2,2.4,0.6,6.39,3.99,14.37,11.98,5.79,6.79,4.59,21.36,2.79,1.8,0.8,0.8,1.6,3.99,1.4,2.59,0.6,1,0.6,6.19,1.2,0,3.39,0.2,12.77,1,2.2,2.79,2.4,1,4.59,1.2,0.8,0,0.4,3.59,0.6,1.8,0.2,1,4.59,0.4,1.6,1.4,1.4,0.4,1.4,17.17,1.6,14.57,2.99,5.99,5.59,1.2,0.2,0.8,0.6,0,0.4,0.8,0.4,0.2,0,0.2,0,17.17,8.38,2.4,0,0,0,0,0.6,0,5.39,0,0.4
2xtg3u,29598,255,1.86,26.52,66.34,1,8.5,16.47,93.33,65.88,28.24,22.35,12.94,0.39,3.92,5.1,0,5.88,1.18,10.59,12.94,6.67,9.41,4.31,20.39,2.75,1.57,1.96,0.39,2.35,6.67,1.57,5.1,0.78,1.96,1.57,13.73,1.57,0,6.67,0,15.69,1.18,1.96,3.14,3.53,2.35,7.06,0.78,0.39,0,0.39,2.75,0.78,0.78,0,0.78,5.88,1.18,0.39,3.92,0.39,0,2.35,15.29,1.96,10.59,1.96,5.49,3.92,0.39,0,0,1.57,0,1.57,0.39,0,0,0,0,0.39,22.35,11.37,3.14,0,0,0.39,0,0,0.78,6.67,0,0
2p2y5w,29627,257,12.55,14.67,99,25.77,18.36,8.17,95.72,60.7,24.9,17.51,15.18,0.78,0,1.56,0,7.39,2.72,14.4,9.73,8.56,8.56,1.95,21.4,4.67,1.56,1.95,0.78,1.17,9.34,4.67,4.67,0.39,1.56,2.72,10.12,0.39,0.78,1.95,0,10.51,1.95,1.56,0.78,0,3.5,2.72,1.56,0,0.39,0.39,3.11,0.78,1.17,0.78,0,8.17,2.33,2.72,2.72,2.33,0.39,7.78,10.89,3.5,21.4,3.11,7.39,10.89,0.39,0.78,0.78,0,0,0.39,2.33,1.56,0,0,0.78,0,23.74,12.06,2.33,0,0,0,0,0,0.78,5.45,2.33,0.78
11fv1q,29644,81,22.96,26.86,94.99,1,13.5,9.88,96.3,60.49,20.99,14.81,9.88,0,0,0,4.94,6.17,4.94,13.58,12.35,6.17,7.41,2.47,17.28,9.88,2.47,2.47,0,6.17,9.88,2.47,6.17,0,3.7,0,9.88,0,1.23,0,0,17.28,3.7,0,0,4.94,7.41,3.7,1.23,0,0,1.23,2.47,2.47,2.47,0,2.47,6.17,1.23,1.23,3.7,2.47,0,0,16.05,1.23,13.58,0,7.41,6.17,2.47,0,0,0,0,0,0,0,0,0,0,0,14.81,7.41,3.7,0,0,0,0,0,0,3.7,0,0
11yb1y,29644,62,9.68,2.69,90.96,1,20.67,12.9,93.55,51.61,24.19,19.35,19.35,0,0,0,0,4.84,0,9.68,6.45,1.61,12.9,3.23,22.58,12.9,1.61,1.61,1.61,0,14.52,3.23,11.29,0,6.45,1.61,4.84,1.61,0,1.61,0,3.23,1.61,0,1.61,0,0,0,1.61,0,1.61,0,8.06,8.06,4.84,0,4.84,9.68,1.61,0,4.84,3.23,1.61,1.61,19.35,0,9.68,3.23,4.84,1.61,1.61,1.61,0,0,0,1.61,1.61,1.61,0,0,0,0,20.97,6.45,6.45,0,0,0,0,0,0,8.06,0,0
1sc1ku,29644,73,27.75,1.49,97.57,51.4,8.11,10.96,93.15,46.58,17.81,15.07,15.07,0,0,0,0,2.74,4.11,8.22,9.59,4.11,5.48,4.11,21.92,2.74,0,0,2.74,2.74,4.11,2.74,1.37,0,0,0,1.37,0,0,0,0,15.07,4.11,1.37,1.37,4.11,1.37,4.11,4.11,1.37,0,2.74,9.59,2.74,2.74,0,6.85,13.7,1.37,8.22,4.11,0,1.37,4.11,19.18,4.11,10.96,0,1.37,9.59,5.48,2.74,0,0,2.74,1.37,0,0,0,0,0,0,24.66,13.7,5.48,0,0,0,0,0,0,5.48,0,0
1sclje,29644,366,35.55,19.86,86.42,4.08,13.56,13.11,92.35,58.74,23.77,16.39,12.57,0.82,0.55,2.19,0.27,7.38,5.46,13.39,7.92,3.28,5.19,4.37,20.22,3.28,0.82,0.27,0.82,1.09,7.1,2.46,4.64,0.55,2.19,1.09,10.66,1.37,0.82,3.83,0,8.2,2.46,1.09,0.82,0.55,1.37,2.73,1.09,0,0.82,0.27,3.28,1.09,0.55,0.82,0.82,6.28,2.19,0.82,1.91,1.37,0,5.46,12.84,1.64,12.84,1.64,5.74,5.46,1.09,1.64,0.27,0,0,1.91,2.46,0.82,1.37,1.37,0,0,24.32,6.83,5.74,0,0.27,0,0.55,0,0,8.47,2.19,0.27
29i722,29644,396,13.63,6.82,90.98,39.3,9.21,8.59,93.69,60.35,29.29,24.75,19.7,0.25,0.25,4.29,0.25,4.55,5.56,11.11,10.35,4.8,5.3,2.78,22.22,4.8,1.26,1.01,1.01,1.26,7.32,4.04,3.28,0,1.52,0.51,9.85,0,1.01,0.25,4.8,11.62,1.26,1.52,3.28,2.53,2.02,1.77,1.77,0.76,0,1.01,5.05,2.27,0.76,0.76,1.52,6.82,3.03,0.25,1.77,1.52,0.25,4.55,16.41,1.01,13.89,4.04,6.06,4.55,1.01,0.51,0,0,0.25,1.26,2.27,1.01,0,0.51,0.76,0,22.98,11.36,3.54,0,0,0.25,0,0.25,0,7.58,0,0
29ok69,29644,31,44.1,37.35,78.86,1.23,10.33,12.9,100,61.29,19.35,12.9,12.9,0,0,0,0,6.45,6.45,16.13,9.68,9.68,6.45,0,29.03,0,0,0,0,0,3.23,0,3.23,0,3.23,0,12.9,0,0,0,0,22.58,3.23,0,9.68,9.68,3.23,3.23,0,0,0,0,3.23,0,3.23,0,3.23,6.45,0,0,0,6.45,0,3.23,22.58,3.23,16.13,3.23,9.68,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,19.35,9.68,3.23,0,0,0,0,0,0,6.45,0,0
2qrfnk,29644,67,2.62,1,95.74,53.85,11.17,16.42,86.57,52.24,25.37,17.91,17.91,0,0,0,0,7.46,1.49,5.97,13.43,5.97,5.97,4.48,23.88,8.96,1.49,2.99,1.49,0,13.43,7.46,5.97,0,4.48,0,1.49,0,0,0,0,13.43,0,5.97,2.99,0,0,4.48,0,0,0,0,7.46,2.99,4.48,1.49,1.49,5.97,0,1.49,0,2.99,2.99,0,23.88,0,11.94,4.48,2.99,4.48,0,0,0,0,0,0,2.99,1.49,1.49,0,0,0,13.43,8.96,1.49,0,0,1.49,1.49,0,0,0,0,0
30bgni,29648,161,31.29,3.14,91.38,2.94,32.2,10.56,94.41,61.49,22.36,14.29,14.29,0,0,0,0,8.07,2.48,17.39,9.32,3.73,7.45,4.35,19.25,2.48,1.86,1.86,0.62,2.48,9.94,3.73,6.21,3.73,1.86,0.62,3.11,0.62,0.62,0.62,0,14.29,3.11,1.86,1.86,1.86,3.73,1.86,1.86,0,0,1.86,4.35,1.24,2.48,0,0.62,7.45,1.86,3.11,3.11,1.24,0.62,1.24,14.91,0,11.8,3.11,7.45,1.24,3.73,1.86,0.62,1.24,0,0.62,1.24,1.24,0,0,0,0,9.32,4.97,3.11,0,0,0,0,0,0,0,1.24,0
1xcmx3,32057,72,23.63,1,98.01,8.95,6,4.17,94.44,59.72,22.22,18.06,18.06,0,0,0,0,4.17,4.17,13.89,8.33,8.33,4.17,5.56,25,2.78,2.78,0,2.78,2.78,4.17,1.39,2.78,1.39,1.39,0,1.39,0,0,0,0,16.67,4.17,0,4.17,6.94,0,5.56,4.17,1.39,1.39,1.39,4.17,0,4.17,0,0,4.17,0,2.78,0,1.39,0,2.78,25,0,9.72,0,2.78,6.94,0,0,0,0,0,4.17,0,0,0,0,0,0,26.39,16.67,1.39,0,0,0,0,0,0,8.33,0,0
2v60yj,32063,396,8.3,6.18,95.3,54.29,39.6,15.15,94.95,62.88,23.48,16.41,14.9,0,0,0,1.52,7.07,2.78,13.13,10.35,9.09,8.08,4.8,20.96,4.04,1.52,1.77,1.01,1.77,9.85,5.56,4.04,2.02,0.76,1.01,7.32,0.25,0.25,0,0,19.44,5.56,2.78,2.53,3.03,3.79,3.03,2.27,0.51,0.25,1.26,3.03,0,2.53,0,0,5.56,2.27,1.01,2.02,1.52,0.25,1.52,14.65,2.27,10.1,1.77,4.29,4.8,0.76,0.25,0.25,0.51,0,0.76,0.51,0,0,0.25,0.25,0,13.64,3.28,5.56,0,0,0,0,0,0,4.8,0,0
1mf0y6,32114,2,1,50,1,25.77,2,0,100,50,50,0,0,0,0,0,0,50,0,0,50,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,50,0,0
1mvg4b,32114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1nf6so,32114,13,92.84,22.08,63.54,99,6.5,0,92.31,53.85,0,0,0,0,0,0,0,0,7.69,23.08,7.69,7.69,15.38,0,38.46,7.69,7.69,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,15.38,0,0,0,15.38,0,7.69,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,7.69,0,0,23.08,7.69,15.38,7.69,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0
1piugz,32114,12,1,1,99,1,6,16.67,100,58.33,25,25,25,0,0,0,0,0,0,0,16.67,16.67,0,8.33,41.67,0,0,8.33,0,0,16.67,0,16.67,0,8.33,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,8.33,8.33,0,0,16.67,8.33,8.33,0,0,8.33,0,0,8.33,0,0,8.33,25,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,41.67,33.33,0,0,0,0,0,0,0,8.33,0,0
1w96o4,32114,1,92.84,1,1,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21klcq,32114,1,92.84,1,1,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22hvme,32114,6,1,1,23.51,99,3,0,100,66.67,50,16.67,16.67,0,0,0,0,33.33,0,0,16.67,0,0,33.33,50,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83.33,0,0,0,0,0,0,0,16.67,0,0
22wcts,32114,9,17.96,1.38,58.07,25.77,9,22.22,100,55.56,22.22,22.22,22.22,0,0,0,0,0,11.11,0,11.11,11.11,0,0,33.33,0,0,0,0,0,22.22,11.11,11.11,0,11.11,0,11.11,0,0,0,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,33.33,22.22,11.11,0,0,11.11,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
25ikhi,32114,15,3.09,2.31,43.37,99,5,6.67,100,60,20,20,20,0,0,0,0,0,6.67,0,6.67,20,6.67,0,33.33,6.67,0,6.67,0,0,13.33,13.33,0,0,0,0,6.67,0,0,0,6.67,20,0,6.67,13.33,13.33,0,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,26.67,20,6.67,0,0,6.67,0,0,0,6.67,0,20,0,0,0,0,0,0,26.67,13.33,6.67,0,0,6.67,0,0,0,0,0,0
2608rq,32114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27o2ca,32114,12,1,1,74.76,25.77,12,25,91.67,66.67,25,16.67,16.67,0,0,0,0,8.33,0,8.33,16.67,16.67,8.33,0,16.67,0,0,0,0,0,16.67,8.33,8.33,0,8.33,0,0,0,0,0,0,25,0,0,8.33,25,0,8.33,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,25,8.33,0,0,8.33,0,8.33,0,0,0,8.33,0,0,0,0,0,0,25,8.33,8.33,0,0,0,0,0,0,8.33,0,0
27rjak,32114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28xd2l,32114,122,14.61,1.72,46.61,1,12.2,17.21,96.72,62.3,18.85,16.39,14.75,0,1.64,0,0,2.46,4.92,13.11,14.75,4.92,10.66,4.1,28.69,4.92,2.46,0.82,0.82,1.64,11.48,1.64,9.84,0.82,4.1,3.28,4.92,0.82,0.82,0,0,20.49,1.64,6.56,4.92,3.28,3.28,4.92,0.82,0,0.82,0,6.56,2.46,2.46,1.64,0,11.48,1.64,4.92,3.28,4.1,3.28,3.28,25.41,0.82,4.1,0,1.64,2.46,4.1,0.82,0.82,1.64,0,3.28,4.1,4.1,0,0,0,0,21.31,7.38,4.1,0,0,0.82,0,0,0,9.02,0,0
2an24s,32114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b6zpm,32114,18,74.89,1,99,1,18,27.78,94.44,50,16.67,16.67,16.67,0,0,0,0,0,11.11,11.11,5.56,0,0,11.11,16.67,0,0,0,0,0,5.56,0,5.56,0,0,5.56,11.11,0,5.56,0,0,11.11,0,0,0,0,0,11.11,5.56,0,5.56,0,0,0,0,0,0,27.78,5.56,5.56,5.56,11.11,5.56,5.56,16.67,0,11.11,0,5.56,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,0,0,0,0,0,11.11,0,0
2bkby9,32114,68,14.53,11.97,99,1,13.6,14.71,92.65,51.47,20.59,14.71,13.24,0,0,0,1.47,5.88,1.47,10.29,5.88,5.88,10.29,4.41,17.65,5.88,0,4.41,1.47,2.94,10.29,0,10.29,0,2.94,4.41,11.76,0,0,1.47,0,14.71,4.41,0,0,10.29,0,4.41,2.94,0,2.94,0,5.88,2.94,2.94,0,0,7.35,0,4.41,1.47,1.47,1.47,5.88,16.18,0,13.24,1.47,5.88,5.88,0,1.47,0,0,0,0,1.47,1.47,0,0,0,0,19.12,7.35,5.88,0,0,0,0,0,0,5.88,0,0
2cepfk,32114,11,1,1,99,1,11,18.18,100,72.73,27.27,27.27,27.27,0,0,0,0,0,9.09,0,18.18,0,9.09,18.18,36.36,0,0,0,0,0,9.09,0,9.09,0,0,9.09,9.09,0,9.09,0,0,18.18,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,9.09,0,9.09,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,9.09,18.18,0,0,0,0,0,0,18.18,0,0
2diejm,32114,2,1,50,1,25.77,2,0,100,50,50,0,0,0,0,0,0,50,0,0,50,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,50,0,0
2f8m7r,32114,53,16.81,35.28,48.36,1,26.5,16.98,92.45,60.38,22.64,15.09,13.21,0,1.89,0,0,7.55,5.66,9.43,11.32,3.77,9.43,1.89,24.53,3.77,3.77,1.89,3.77,0,9.43,1.89,7.55,1.89,1.89,3.77,13.21,0,5.66,0,1.89,16.98,1.89,5.66,3.77,1.89,1.89,1.89,3.77,0,3.77,0,1.89,1.89,0,0,0,9.43,3.77,1.89,3.77,0,0,5.66,13.21,3.77,7.55,0,3.77,3.77,1.89,0,0,0,0,0,3.77,1.89,0,0,1.89,0,15.09,3.77,3.77,0,0,1.89,0,0,0,3.77,0,1.89
2fma3d,32114,3,17.96,1,1,1,3,33.33,100,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,33.33,0,0,0,0,66.67,0,66.67,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2frr9c,32114,1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
